Lighting Day
Music Play
BackgroundType Background1
Background Sky     0 1.25 1.5  640 384
Background Stars   0 1.25 1.65 640 384
Dec Plat 127 21
Dec Plat 126 21
Dec Plat 125 21
Dec Plat 124 21
Dec Plat 123 21
Dec Plat 122 21
Dec Plat 121 21
Dec Plat 120 21
Dec Plat 119 21
Dec Plat 118 21
Dec Plat 117 21
Dec Plat 117 22
Dec Plat 116 22
Dec Plat 116 23
Dec Plat 115 23
Dec Plat 117 23
Dec Plat 118 23
Dec Plat 118 22
Dec Plat 119 22
Dec Plat 120 22
Dec Plat 121 22
Dec Plat 122 22
Dec Plat 123 22
Dec Plat 125 22
Dec Plat 126 22
Dec Plat 127 22
Dec Plat 128 22
Dec Plat 129 22
Dec Plat 124 22
Dec Plat 120 23
Dec Plat 119 23
Dec Plat 121 23
Dec Plat 122 23
Dec Plat 123 23
Dec Plat 125 23
Dec Plat 126 23
Dec Plat 127 23
Dec Plat 124 23
Dec Plat 128 23
Dec Plat 130 23
Dec Plat 131 23
Dec Plat 132 23
Dec Plat 129 23
Dec Plat 130 22
Dec Plat 132 22
Dec Plat 133 22
Dec Plat 134 22
Dec Plat 131 22
Dec Plat 133 23
Dec Plat 134 23
Dec Plat 135 23
Dec Plat 138 21
Dec Plat 138 22
Dec Plat 138 23
Dec Plat 138 24
Dec ArrowRight 119 16
Dec ArrowRight 120 16
Dec ArrowRight 121 16
Dec ArrowRight 121 17
Dec ArrowRight 121 15
Dec ArrowRight 122 16
Dec Alarm 174 2
Dec Alarm 177 2
